0.128	0.1551	-0.04267	-0.142229	0.541605	0.711157	-0.425077	14.7717
-0.01974	0.2291	0.1225	-0.16414	0.618281	0.658602	0.39627	12.8423
0.1479	0.1395	0.0428	0.171876	-0.589774	0.671152	-0.414946	12.3715
-0.1014	-0.02794	-0.1227	-0.326247	-0.504917	0.135133	0.78763	14.9594
-0.2566	-0.3147	0.01787	-0.380976	-0.0361087	0.0871772	0.919757	14.6823
0.1939	-0.3644	-0.0497	-0.203534	-0.552934	0.641395	0.491375	13.4446
0.06702	0.2044	0.04518	0.16241	-0.60211	0.676277	-0.392092	12.0357
-0.1077	0.07843	-0.1655	-0.294655	-0.624167	-0.132512	0.711361	11.3152
-0.1235	0.4563	0.1224	-0.319891	0.524169	-0.162771	0.772284	14.2044
-0.005165	0.2436	-0.1224	-0.135678	-0.784865	0.330428	0.506356	14.9204
-0.258	-0.3074	0.01545	0.282748	0.0268003	0.0904734	0.954542	14.2017
-0.1136	0.08406	0.1654	0.225211	0.633719	-0.0710875	0.736632	14.8569
0.01887	0.206	-0.04631	0.109171	0.770592	-0.569916	-0.263562	11.8992
0.156	0.07752	-0.12	-0.0686463	-0.596965	-0.605839	0.521421	14.9918
0.05946	0.2327	0.04193	0.182802	0.526748	0.679955	0.476216	14.6982
0.01154	-0.01928	-0.1664	-0.291332	-0.63728	-0.119649	0.703338	10.1856
-0.07963	-0.2311	0.1654	-0.277646	0.681962	0.0924217	0.670297	13.856
0.09375	-0.1824	0.1663	-0.286184	0.655731	0.103723	0.69091	10.534
0.2668	-0.2501	0.1224	-0.140137	0.583469	0.665118	0.444459	14.9899
-0.002659	-0.008551	0.1663	0.171398	0.647541	-0.0120377	0.742407	14.9598
0.2459	0.05717	0.0417	0.154398	-0.61737	0.675332	-0.372749	11.6175
0.04098	0.2297	-0.04407	-0.110417	0.548457	0.740306	-0.37276	14.7172
0.02827	0.2436	0.04519	-0.133482	0.689155	-0.635138	0.322254	9.83428
0.04094	0.2296	0.04426	0.148952	-0.623658	0.677901	-0.359602	11.4348
0.0223	-0.2986	-0.1663	-0.130104	-0.730089	0.0452081	0.669328	14.6853
0.114	0.01253	0.1655	0.022584	0.740659	-0.180733	0.646722	14.8378
0.1126	-0.1721	0.1663	-0.289212	0.645352	0.1112	0.698221	9.85372
-0.256	-0.318	0.01056	-0.380976	-0.0361117	0.0871759	0.919757	9.17138
0.02591	0.2396	-0.04107	0.0476336	0.683088	0.719651	-0.114998	10.4022
0.2312	0.06905	0.04709	0.160675	-0.617276	0.665345	-0.387904	11.5059
0.1282	-0.1315	0.1654	0.299718	0.600665	-0.160618	0.723583	14.8836
-0.2559	-0.3184	0.003332	-0.380976	-0.0361096	0.0871768	0.919757	6.73234
-0.04692	0.1484	-0.1654	-0.243975	-0.645398	-0.420723	0.589007	11.284
-0.03097	0.1324	-0.1654	-0.245299	-0.639449	-0.424533	0.592204	11.9842
-0.04951	0.1458	0.1664	0.0722148	0.736397	-0.225336	0.633821	14.6373
0.01934	0.2042	0.04159	0.0334039	0.555514	0.791145	0.253728	14.7467
-0.02944	-0.2235	-0.1664	0.0317518	-0.670496	-0.143368	0.727236	14.8521
-0.06595	0.2933	0.1664	-0.244122	0.645583	0.419855	0.589363	11.7367
0.1171	-0.1652	0.1654	-0.289212	0.645376	0.111058	0.698221	10.0379
0.0384	0.22	0.04448	0.167375	0.536934	0.695187	0.447663	14.6543
0.02347	0.2499	0.04572	-0.120305	0.730141	-0.606682	0.290443	10.5348
0.2185	0.02281	-0.12	0.0911489	0.601974	0.62246	-0.491796	14.6799
-0.07097	-0.3456	-0.158	-0.222679	-0.743321	0.0496378	0.628827	14.7312
0.09379	0.02878	0.1655	0.0169595	0.741231	-0.175585	0.647657	14.8405
-0.03059	0.01418	-0.1664	-0.291704	-0.635907	-0.120763	0.704236	10.2891
0.1337	0.464	0.01787	0.0923753	-0.371359	0.896562	-0.223014	14.6293
0.04416	0.2816	-0.1263	-0.199364	-0.771183	0.255931	0.547749	14.8435
0.1615	0.1288	-0.04263	-0.141945	0.541881	0.711509	-0.424229	14.7746
-0.004686	0.2121	0.1227	-0.0627833	0.790951	-0.3782	0.476886	14.5597
-0.05751	-0.06363	-0.1227	-0.324535	-0.510368	0.142597	0.783497	14.6223
0.288	0.01172	0.04032	0.131687	-0.658862	0.668943	-0.317921	10.5593
0.2312	0.06905	0.04709	0.160675	-0.617276	0.665345	-0.387904	11.5059
-0.05609	0.158	0.1655	0.0827618	0.738061	-0.230715	0.628639	14.8594
-0.02944	-0.2235	-0.1664	0.0317518	-0.670496	-0.143368	0.727236	14.8521
-0.258	-0.3074	0.01876	0.324116	0.030725	0.089217	0.9413	14.9404
0.08893	-0.3596	-0.1225	-0.238179	-0.730254	0.281701	0.575016	12.4595
-0.1247	0.4581	-0.1202	0.313036	-0.523469	-0.166393	0.774792	14.7131
-0.03288	0.0113	0.1654	0.178021	0.646621	-0.0186932	0.741513	14.9448
-0.1475	0.1246	0.1654	0.272422	0.615912	-0.124674	0.728625	14.874
-0.0947	-0.03387	0.1225	0.326347	0.504221	0.136079	0.787871	14.9063
-0.02574	0.005989	-0.1655	-0.291704	-0.635907	-0.120763	0.704236	10.2747
